session_id,timestamp,kpm,inter_key_avg,switch_rate,scroll_velocity,scroll_delta,mouse_entropy,idle_ratio,tab_count,domain_switches,time_of_day,cls_target
sess_0002,2026-05-14T11:38:00+00:00,9.89,,0.21,54.81,8.38,0.05,0.03,1,0.12,0.9914,2.18
sess_0002,2026-05-14T11:39:00+00:00,10.28,,0.24,55.25,5.34,0.05,0.02,1,0.08,0.9808,2.19
sess_0002,2026-05-14T11:40:00+00:00,10.92,,0.23,44.48,4.94,0.05,0.03,1,0.12,0.9659,2.2
sess_0002,2026-05-14T11:41:00+00:00,11.91,,0.25,49.77,4.25,0.05,0.03,1,0.11,0.9469,2.21
sess_0002,2026-05-14T11:42:00+00:00,10.75,,0.26,57.12,2.47,0.05,0.03,1,0.09,0.9239,2.22
sess_0002,2026-05-14T11:43:00+00:00,10.98,,0.3,53.26,5.58,0.04,0.03,0,0.1,0.8969,2.23
sess_0002,2026-05-14T11:44:00+00:00,9.99,,0.22,56.34,5.55,0.05,0.03,0,0.13,0.866,2.24
sess_0002,2026-05-14T11:45:00+00:00,10.79,,0.25,50.9,6.15,0.06,0.02,1,0.11,0.8315,2.25
sess_0002,2026-05-14T11:46:00+00:00,10.45,,0.25,49.57,7.57,0.05,0.03,0,0.07,0.7934,2.26
sess_0002,2026-05-14T11:47:00+00:00,10.01,,0.28,54.52,5.31,0.05,0.03,0,0.09,0.7518,2.27
sess_0002,2026-05-14T11:48:00+00:00,11.2,,0.29,44.74,3.93,0.05,0.03,1,0.14,0.7071,2.28
sess_0002,2026-05-14T11:49:00+00:00,9.78,,0.21,47.34,3.95,0.05,0.02,1,0.11,0.6593,2.29
sess_0002,2026-05-14T11:50:00+00:00,11.09,,0.25,45.45,2.16,0.05,0.03,1,0.14,0.6088,2.3
sess_0002,2026-05-14T11:51:00+00:00,10.93,,0.29,50.97,7.61,0.06,0.02,1,0.11,0.5556,2.31
sess_0002,2026-05-14T11:52:00+00:00,9.11,,0.28,48.3,4.98,0.05,0.02,0,0.07,0.5,2.32
sess_0002,2026-05-14T11:53:00+00:00,9.86,,0.31,46.58,5.83,0.05,0.03,0,0.06,0.4423,2.33
sess_0002,2026-05-14T11:54:00+00:00,10.6,,0.25,58.17,5.22,0.05,0.02,1,0.04,0.3827,2.34
sess_0002,2026-05-14T11:55:00+00:00,10.75,,0.27,55.46,7.02,0.05,0.02,1,0.1,0.3214,2.35
sess_0002,2026-05-14T11:56:00+00:00,9.95,,0.33,52.31,6.42,0.05,0.03,0,0.11,0.2588,2.36
sess_0002,2026-05-14T11:57:00+00:00,10.13,,0.23,51.48,5.18,0.05,0.02,1,0.11,0.1951,2.37
sess_0002,2026-05-14T11:58:00+00:00,10.87,,0.27,53.55,3.35,0.05,0.02,1,0.11,0.1305,2.38
sess_0002,2026-05-14T11:59:00+00:00,9.83,,0.29,54.83,5.53,0.05,0.02,1,0.07,0.0654,2.39
sess_0002,2026-05-14T12:00:00+00:00,11.97,,0.22,56.38,5.45,0.05,0.02,1,0.14,0.0,2.4
sess_0002,2026-05-14T12:01:00+00:00,9.19,,0.29,49.73,4.22,0.05,0.03,1,0.07,-0.0654,2.41
sess_0002,2026-05-14T12:02:00+00:00,9.85,,0.26,52.06,2.83,0.05,0.03,1,0.11,-0.1305,2.42
sess_0002,2026-05-14T12:03:00+00:00,10.26,,0.25,54.74,3.17,0.05,0.02,1,0.06,-0.1951,2.43
sess_0002,2026-05-14T12:04:00+00:00,10.88,,0.26,43.29,7.09,0.05,0.03,0,0.09,-0.2588,2.44
sess_0002,2026-05-14T12:05:00+00:00,10.35,,0.25,51.21,4.73,0.05,0.03,0,0.13,-0.3214,2.45
sess_0002,2026-05-14T12:06:00+00:00,9.69,,0.23,55.28,4.18,0.05,0.03,1,0.09,-0.3827,2.46
sess_0002,2026-05-14T12:07:00+00:00,9.34,,0.28,52.03,5.46,0.05,0.02,0,0.08,-0.4423,2.47
sess_0002,2026-05-14T12:08:00+00:00,10.47,,0.24,48.78,3.53,0.05,0.03,0,0.12,-0.5,2.48
sess_0002,2026-05-14T12:09:00+00:00,10.41,,0.24,49.41,4.66,0.06,0.03,1,0.09,-0.5556,2.49
sess_0002,2026-05-14T12:10:00+00:00,9.9,,0.25,50.71,3.7,0.06,0.03,0,0.12,-0.6088,2.5
sess_0002,2026-05-14T12:11:00+00:00,9.66,,0.26,53.4,7.35,0.05,0.02,0,0.09,-0.6593,2.51
sess_0002,2026-05-14T12:12:00+00:00,11.73,,0.2,54.07,3.06,0.05,0.03,1,0.1,-0.7071,2.52
sess_0002,2026-05-14T12:13:00+00:00,8.94,,0.19,53.45,4.87,0.06,0.03,1,0.14,-0.7518,2.53
sess_0002,2026-05-14T12:14:00+00:00,11.86,,0.28,57.06,4.96,0.05,0.03,1,0.15,-0.7934,2.54
sess_0002,2026-05-14T12:15:00+00:00,10.77,,0.25,58.64,3.78,0.05,0.03,1,0.12,-0.8315,2.55
sess_0002,2026-05-14T12:16:00+00:00,9.67,,0.28,50.97,5.38,0.06,0.03,0,0.13,-0.866,2.56
sess_0002,2026-05-14T12:17:00+00:00,10.24,,0.3,55.64,2.47,0.05,0.03,1,0.13,-0.8969,2.57
sess_0002,2026-05-14T12:18:00+00:00,10.43,,0.21,49.07,1.8,0.06,0.03,1,0.1,-0.9239,2.58
sess_0002,2026-05-14T12:19:00+00:00,9.82,,0.26,53.77,3.21,0.05,0.02,0,0.12,-0.9469,2.59
sess_0002,2026-05-14T12:20:00+00:00,10.9,,0.24,52.24,6.61,0.05,0.03,1,0.11,-0.9659,2.6
sess_0002,2026-05-14T12:21:00+00:00,10.58,,0.24,51.0,6.22,0.05,0.03,1,0.11,-0.9808,2.61
sess_0002,2026-05-14T12:22:00+00:00,10.18,,0.25,45.93,5.08,0.05,0.03,0,0.09,-0.9914,2.62
sess_0002,2026-05-14T12:23:00+00:00,10.21,,0.25,53.15,4.13,0.06,0.03,1,0.11,-0.9979,2.63
sess_0002,2026-05-14T12:24:00+00:00,10.64,,0.3,53.38,6.24,0.05,0.03,0,0.13,-1.0,2.64
sess_0002,2026-05-14T12:25:00+00:00,10.97,,0.27,52.54,5.4,0.05,0.03,1,0.09,-0.9979,2.65
sess_0002,2026-05-14T12:26:00+00:00,9.51,,0.26,47.38,3.87,0.06,0.03,1,0.13,-0.9914,2.66
sess_0002,2026-05-14T12:27:00+00:00,10.27,,0.27,49.39,6.7,0.05,0.02,1,0.11,-0.9808,2.67
sess_0002,2026-05-14T12:28:00+00:00,10.87,,0.24,51.83,5.46,0.05,0.03,1,0.14,-0.9659,2.68
sess_0002,2026-05-14T12:29:00+00:00,10.26,,0.25,48.12,8.26,0.05,0.03,1,0.11,-0.9469,2.69
sess_0002,2026-05-14T12:30:00+00:00,11.69,,0.21,45.16,6.08,0.05,0.03,1,0.04,-0.9239,2.7
sess_0002,2026-05-14T12:31:00+00:00,10.98,,0.25,53.81,6.56,0.05,0.03,0,0.1,-0.8969,2.71
sess_0002,2026-05-14T12:32:00+00:00,9.67,,0.25,48.05,8.2,0.05,0.02,1,0.12,-0.866,2.72
sess_0002,2026-05-14T12:33:00+00:00,10.3,,0.24,51.86,1.95,0.05,0.02,0,0.13,-0.8315,2.73
sess_0002,2026-05-14T12:34:00+00:00,10.31,,0.22,52.17,4.47,0.06,0.03,1,0.1,-0.7934,2.74
sess_0002,2026-05-14T12:35:00+00:00,11.28,,0.24,52.86,5.22,0.05,0.03,1,0.1,-0.7518,2.75
sess_0002,2026-05-14T12:36:00+00:00,8.88,,0.24,53.64,3.45,0.05,0.02,1,0.09,-0.7071,2.76
sess_0002,2026-05-14T12:37:00+00:00,10.95,,0.27,48.85,4.93,0.06,0.03,1,0.11,-0.6593,2.77
sess_0002,2026-05-14T12:38:00+00:00,9.64,,0.27,54.29,5.28,0.05,0.02,0,0.1,-0.6088,2.78
sess_0002,2026-05-14T12:39:00+00:00,11.51,,0.23,44.78,5.75,0.06,0.03,1,0.13,-0.5556,2.79
sess_0002,2026-05-14T12:40:00+00:00,9.79,,0.28,50.95,6.39,0.05,0.02,0,0.06,-0.5,2.8
sess_0002,2026-05-14T12:41:00+00:00,9.7,,0.23,51.79,6.03,0.05,0.02,1,0.08,-0.4423,2.81
sess_0002,2026-05-14T12:42:00+00:00,11.78,,0.2,45.35,4.97,0.05,0.02,1,0.09,-0.3827,2.82
sess_0002,2026-05-14T12:43:00+00:00,10.16,,0.28,47.14,5.06,0.05,0.03,1,0.11,-0.3214,2.83
sess_0002,2026-05-14T12:44:00+00:00,10.73,,0.23,44.01,5.17,0.06,0.03,1,0.11,-0.2588,2.84
sess_0002,2026-05-14T12:45:00+00:00,9.12,,0.27,51.22,4.01,0.06,0.02,1,0.13,-0.1951,2.85
sess_0002,2026-05-14T12:46:00+00:00,11.39,,0.26,50.91,4.74,0.06,0.03,1,0.09,-0.1305,2.86
sess_0002,2026-05-14T12:47:00+00:00,7.76,,0.26,48.68,4.9,0.05,0.02,1,0.1,-0.0654,2.87
sess_0002,2026-05-14T12:48:00+00:00,10.74,,0.31,49.66,8.19,0.05,0.02,1,0.15,0.0,2.88
sess_0002,2026-05-14T12:49:00+00:00,11.6,,0.25,48.69,2.1,0.05,0.03,1,0.12,0.0654,2.89
sess_0002,2026-05-14T12:50:00+00:00,11.16,,0.24,56.04,7.06,0.05,0.02,1,0.08,0.1305,2.9
sess_0002,2026-05-14T12:51:00+00:00,9.69,,0.25,47.81,5.65,0.06,0.02,1,0.12,0.1951,2.91
sess_0002,2026-05-14T12:52:00+00:00,11.02,,0.23,48.62,3.15,0.05,0.02,0,0.1,0.2588,2.92
sess_0002,2026-05-14T12:53:00+00:00,10.49,,0.25,51.49,3.77,0.05,0.03,0,0.07,0.3214,2.93
sess_0002,2026-05-14T12:54:00+00:00,9.96,,0.26,48.85,3.53,0.05,0.03,1,0.11,0.3827,2.94
sess_0002,2026-05-14T12:55:00+00:00,10.34,,0.26,51.64,3.06,0.05,0.03,1,0.16,0.4423,2.95
sess_0002,2026-05-14T12:56:00+00:00,9.93,,0.24,48.48,3.95,0.05,0.03,1,0.08,0.5,2.96
sess_0002,2026-05-14T12:57:00+00:00,11.03,,0.28,52.5,3.3,0.05,0.03,1,0.1,0.5556,2.97
sess_0002,2026-05-14T12:58:00+00:00,11.82,,0.22,47.74,6.37,0.06,0.03,1,0.07,0.6088,2.98
sess_0002,2026-05-14T12:59:00+00:00,10.63,,0.23,53.82,6.22,0.05,0.03,1,0.15,0.6593,2.99
sess_0003,2026-05-14T13:00:00+00:00,10.18,,0.22,46.94,4.88,0.06,0.02,1,0.11,0.7071,3.0
sess_0003,2026-05-14T13:01:00+00:00,9.12,,0.25,52.04,4.88,0.05,0.03,1,0.12,0.7518,3.01
sess_0003,2026-05-14T13:02:00+00:00,9.74,,0.24,52.96,3.99,0.05,0.02,0,0.07,0.7934,3.02
sess_0003,2026-05-14T13:03:00+00:00,10.58,,0.26,44.9,7.57,0.05,0.02,1,0.13,0.8315,3.03
sess_0003,2026-05-14T13:04:00+00:00,11.35,,0.21,45.11,5.3,0.05,0.02,1,0.07,0.866,3.04
sess_0003,2026-05-14T13:05:00+00:00,10.53,,0.25,53.64,6.08,0.05,0.02,1,0.12,0.8969,3.05
sess_0003,2026-05-14T13:06:00+00:00,10.34,,0.22,53.69,4.89,0.05,0.03,1,0.06,0.9239,3.06
sess_0003,2026-05-14T13:07:00+00:00,10.63,,0.29,47.43,7.48,0.05,0.03,0,0.11,0.9469,3.07
sess_0003,2026-05-14T13:08:00+00:00,9.46,,0.28,51.31,6.19,0.05,0.02,1,0.12,0.9659,3.08
sess_0003,2026-05-14T13:09:00+00:00,10.65,,0.25,47.22,3.71,0.05,0.02,1,0.07,0.9808,3.09
sess_0003,2026-05-14T13:10:00+00:00,10.52,,0.29,49.0,4.77,0.05,0.03,1,0.1,0.9914,3.1
sess_0003,2026-05-14T13:11:00+00:00,10.92,,0.23,50.23,3.41,0.05,0.03,1,0.1,0.9979,3.11
sess_0003,2026-05-14T13:12:00+00:00,11.58,,0.23,53.97,5.85,0.05,0.03,0,0.08,1.0,3.12
sess_0003,2026-05-14T13:13:00+00:00,11.31,,0.24,54.29,3.58,0.05,0.03,1,0.13,0.9979,3.13
sess_0003,2026-05-14T13:14:00+00:00,10.2,,0.24,51.21,5.51,0.05,0.03,1,0.1,0.9914,3.14
sess_0003,2026-05-14T13:15:00+00:00,9.89,,0.28,49.51,7.25,0.05,0.03,1,0.09,0.9808,3.15
sess_0003,2026-05-14T13:16:00+00:00,9.59,,0.24,48.65,4.03,0.06,0.02,1,0.14,0.9659,3.16
sess_0003,2026-05-14T13:17:00+00:00,9.4,,0.31,49.92,6.34,0.06,0.03,1,0.1,0.9469,3.17
sess_0003,2026-05-14T13:18:00+00:00,10.34,,0.28,48.88,4.77,0.05,0.03,1,0.13,0.9239,3.18
sess_0003,2026-05-14T13:19:00+00:00,9.08,,0.28,48.86,5.04,0.05,0.03,1,0.08,0.8969,3.19
sess_0003,2026-05-14T13:20:00+00:00,10.36,,0.27,43.59,3.22,0.05,0.02,1,0.1,0.866,3.2
sess_0003,2026-05-14T13:21:00+00:00,9.89,,0.24,48.43,5.68,0.04,0.03,1,0.09,0.8315,3.21
sess_0003,2026-05-14T13:22:00+00:00,10.58,,0.32,49.25,5.64,0.05,0.03,1,0.09,0.7934,3.22
sess_0003,2026-05-14T13:23:00+00:00,9.65,,0.28,51.61,5.71,0.05,0.02,1,0.09,0.7518,3.23
sess_0003,2026-05-14T13:24:00+00:00,10.07,,0.24,54.01,5.43,0.05,0.02,1,0.1,0.7071,3.24
sess_0003,2026-05-14T13:25:00+00:00,11.24,,0.26,47.86,3.42,0.05,0.03,1,0.12,0.6593,3.25
sess_0003,2026-05-14T13:26:00+00:00,12.04,,0.24,48.1,3.49,0.05,0.03,1,0.09,0.6088,3.26
sess_0003,2026-05-14T13:27:00+00:00,9.59,,0.22,51.23,4.34,0.05,0.03,1,0.06,0.5556,3.27
sess_0003,2026-05-14T13:28:00+00:00,11.97,,0.22,51.14,5.62,0.06,0.03,1,0.08,0.5,3.28
sess_0003,2026-05-14T13:29:00+00:00,11.26,,0.24,58.02,4.94,0.06,0.03,1,0.11,0.4423,3.29
sess_0003,2026-05-14T13:30:00+00:00,10.7,,0.22,48.11,1.82,0.05,0.03,0,0.1,0.3827,3.3
sess_0003,2026-05-14T13:31:00+00:00,8.78,,0.24,45.1,5.87,0.05,0.03,1,0.08,0.3214,3.31
sess_0003,2026-05-14T13:32:00+00:00,9.39,,0.29,55.23,4.09,0.06,0.03,1,0.11,0.2588,3.32
sess_0003,2026-05-14T13:33:00+00:00,11.66,,0.24,46.66,7.84,0.05,0.03,0,0.08,0.1951,3.33
sess_0003,2026-05-14T13:34:00+00:00,9.79,,0.3,50.89,3.25,0.05,0.02,1,0.09,0.1305,3.34
sess_0003,2026-05-14T13:35:00+00:00,11.47,,0.27,49.89,5.55,0.05,0.03,0,0.1,0.0654,3.35
sess_0003,2026-05-14T13:36:00+00:00,10.69,,0.26,48.23,3.74,0.05,0.03,0,0.12,0.0,3.36
sess_0003,2026-05-14T13:37:00+00:00,11.06,,0.27,62.22,5.12,0.05,0.02,1,0.12,-0.0654,3.37
sess_0003,2026-05-14T13:38:00+00:00,11.65,,0.28,48.23,3.83,0.05,0.03,1,0.1,-0.1305,3.38
sess_0003,2026-05-14T13:39:00+00:00,11.69,,0.25,55.71,3.8,0.05,0.02,1,0.15,-0.1951,3.39
sess_0003,2026-05-14T13:40:00+00:00,10.95,,0.24,52.75,4.95,0.05,0.02,1,0.08,-0.2588,3.4
sess_0003,2026-05-14T13:41:00+00:00,11.87,,0.24,54.3,5.83,0.05,0.03,1,0.09,-0.3214,3.41
sess_0003,2026-05-14T13:42:00+00:00,10.68,,0.32,46.48,4.04,0.06,0.03,1,0.09,-0.3827,3.42
sess_0003,2026-05-14T13:43:00+00:00,11.87,,0.24,48.63,3.96,0.05,0.02,1,0.12,-0.4423,3.43
sess_0003,2026-05-14T13:44:00+00:00,9.84,,0.24,57.78,4.65,0.06,0.03,0,0.07,-0.5,3.44
sess_0003,2026-05-14T13:45:00+00:00,10.44,,0.32,57.73,6.49,0.05,0.03,0,0.09,-0.5556,3.45
sess_0003,2026-05-14T13:46:00+00:00,8.78,,0.28,53.17,6.31,0.05,0.03,1,0.13,-0.6088,3.46
sess_0003,2026-05-14T13:47:00+00:00,11.21,,0.28,55.94,4.25,0.05,0.02,1,0.14,-0.6593,3.47
sess_0003,2026-05-14T13:48:00+00:00,11.28,,0.26,49.68,6.07,0.05,0.03,1,0.12,-0.7071,3.48
sess_0003,2026-05-14T13:49:00+00:00,10.09,,0.23,49.48,5.72,0.05,0.02,1,0.14,-0.7518,3.49
sess_0003,2026-05-14T13:50:00+00:00,10.29,,0.24,50.75,2.95,0.05,0.03,0,0.08,-0.7934,3.5
sess_0003,2026-05-14T13:51:00+00:00,10.32,,0.27,46.04,2.49,0.05,0.03,1,0.12,-0.8315,3.51
sess_0003,2026-05-14T13:52:00+00:00,10.6,,0.27,49.93,6.11,0.05,0.03,1,0.07,-0.866,3.52
sess_0003,2026-05-14T13:53:00+00:00,9.34,,0.23,56.06,4.0,0.05,0.03,0,0.09,-0.8969,3.53
sess_0003,2026-05-14T13:54:00+00:00,9.77,,0.23,47.85,8.19,0.05,0.03,1,0.12,-0.9239,3.54
sess_0003,2026-05-14T13:55:00+00:00,10.41,,0.26,55.85,5.58,0.05,0.03,0,0.1,-0.9469,3.55
sess_0003,2026-05-14T13:56:00+00:00,9.48,,0.25,53.67,5.07,0.05,0.03,0,0.09,-0.9659,3.56
sess_0003,2026-05-14T13:57:00+00:00,9.71,,0.29,50.74,4.64,0.06,0.03,1,0.14,-0.9808,3.57
sess_0003,2026-05-14T13:58:00+00:00,9.34,,0.29,46.54,4.59,0.05,0.03,1,0.12,-0.9914,3.58
sess_0003,2026-05-14T13:59:00+00:00,10.69,,0.28,50.5,3.66,0.05,0.02,1,0.1,-0.9979,3.59
sess_0003,2026-05-14T14:00:00+00:00,9.32,,0.22,49.33,8.94,0.06,0.02,1,0.11,-1.0,3.6
sess_0003,2026-05-14T14:01:00+00:00,10.2,,0.29,47.08,4.48,0.05,0.03,0,0.1,-0.9979,3.61
sess_0003,2026-05-14T14:02:00+00:00,9.69,,0.28,54.71,3.3,0.06,0.02,0,0.12,-0.9914,3.62
sess_0003,2026-05-14T14:03:00+00:00,10.5,,0.27,54.3,3.22,0.06,0.03,1,0.07,-0.9808,3.63
sess_0003,2026-05-14T14:04:00+00:00,9.84,,0.23,47.72,6.07,0.05,0.03,1,0.07,-0.9659,3.64
sess_0003,2026-05-14T14:05:00+00:00,10.06,,0.28,46.29,3.2,0.06,0.03,0,0.11,-0.9469,3.65
sess_0003,2026-05-14T14:06:00+00:00,10.01,,0.21,54.05,5.16,0.05,0.03,1,0.11,-0.9239,3.66
sess_0003,2026-05-14T14:07:00+00:00,10.48,,0.27,51.14,2.65,0.05,0.03,1,0.12,-0.8969,3.67
sess_0003,2026-05-14T14:08:00+00:00,11.48,,0.27,55.27,4.94,0.05,0.03,1,0.1,-0.866,3.68
sess_0003,2026-05-14T14:09:00+00:00,10.6,,0.27,47.83,5.82,0.05,0.02,0,0.11,-0.8315,3.69
sess_0003,2026-05-14T14:10:00+00:00,9.63,,0.28,53.74,6.39,0.05,0.03,1,0.15,-0.7934,3.7
sess_0003,2026-05-14T14:11:00+00:00,10.54,,0.29,49.48,3.4,0.05,0.03,1,0.13,-0.7518,3.71
sess_0003,2026-05-14T14:12:00+00:00,10.89,,0.3,50.85,6.02,0.05,0.03,1,0.07,-0.7071,3.72
sess_0003,2026-05-14T14:13:00+00:00,11.45,,0.23,50.56,4.66,0.05,0.03,1,0.07,-0.6593,3.73
sess_0003,2026-05-14T14:14:00+00:00,10.87,,0.24,51.08,4.37,0.05,0.03,1,0.11,-0.6088,3.74
sess_0003,2026-05-14T14:15:00+00:00,10.6,,0.27,50.57,5.51,0.05,0.03,1,0.11,-0.5556,3.75
sess_0003,2026-05-14T14:16:00+00:00,12.1,,0.26,52.52,5.49,0.05,0.02,1,0.12,-0.5,3.76
sess_0003,2026-05-14T14:17:00+00:00,12.32,,0.22,60.14,4.27,0.04,0.02,1,0.09,-0.4423,3.77
sess_0003,2026-05-14T14:18:00+00:00,10.93,,0.26,50.35,6.01,0.05,0.03,0,0.1,-0.3827,3.78
sess_0003,2026-05-14T14:19:00+00:00,9.66,,0.25,55.08,4.16,0.05,0.02,0,0.1,-0.3214,3.79
sess_0003,2026-05-14T14:20:00+00:00,10.47,,0.25,56.12,6.51,0.05,0.02,1,0.09,-0.2588,3.8
sess_0003,2026-05-14T14:21:00+00:00,9.83,,0.24,49.2,4.69,0.05,0.03,1,0.11,-0.1951,3.81
sess_0003,2026-05-14T14:22:00+00:00,10.5,,0.25,46.95,4.07,0.06,0.03,1,0.09,-0.1305,3.82
sess_0003,2026-05-14T14:23:00+00:00,9.09,,0.23,59.16,5.72,0.05,0.03,1,0.09,-0.0654,3.83
sess_0003,2026-05-14T14:24:00+00:00,11.78,,0.24,52.36,3.8,0.05,0.03,0,0.15,0.0,3.84
sess_0003,2026-05-14T14:25:00+00:00,10.94,,0.28,47.82,5.16,0.05,0.03,1,0.12,0.0654,3.85
sess_0003,2026-05-14T14:26:00+00:00,9.38,,0.25,55.95,2.55,0.05,0.02,1,0.11,0.1305,3.86
sess_0003,2026-05-14T14:27:00+00:00,10.17,,0.25,50.27,6.99,0.05,0.03,0,0.1,0.1951,3.87
sess_0003,2026-05-14T14:28:00+00:00,9.46,,0.29,50.0,3.85,0.05,0.02,1,0.14,0.2588,3.88
sess_0003,2026-05-14T14:29:00+00:00,11.02,,0.25,51.34,7.59,0.06,0.03,1,0.13,0.3214,3.89
sess_0003,2026-05-14T14:30:00+00:00,10.84,,0.26,55.84,5.52,0.06,0.03,1,0.07,0.3827,3.9
sess_0003,2026-05-14T14:31:00+00:00,9.76,,0.27,58.79,2.72,0.05,0.03,0,0.14,0.4423,3.91
sess_0003,2026-05-14T14:32:00+00:00,10.22,,0.29,51.72,6.79,0.05,0.02,1,0.1,0.5,3.92
sess_0003,2026-05-14T14:33:00+00:00,10.55,,0.28,43.35,4.67,0.05,0.02,1,0.1,0.5556,3.93
sess_0003,2026-05-14T14:34:00+00:00,9.8,,0.26,55.48,3.68,0.05,0.02,1,0.09,0.6088,3.94
sess_0003,2026-05-14T14:35:00+00:00,9.76,,0.24,49.35,5.91,0.05,0.03,1,0.08,0.6593,3.95
sess_0003,2026-05-14T14:36:00+00:00,9.46,,0.25,48.78,5.98,0.05,0.03,1,0.13,0.7071,3.96
sess_0003,2026-05-14T14:37:00+00:00,11.0,,0.23,42.4,3.25,0.05,0.03,0,0.08,0.7518,3.97
sess_0003,2026-05-14T14:38:00+00:00,10.5,,0.3,50.94,3.78,0.05,0.03,1,0.12,0.7934,3.98
sess_0003,2026-05-14T14:39:00+00:00,11.01,,0.24,53.51,5.71,0.05,0.02,1,0.12,0.8315,3.99
sess_0004,2026-05-14T14:40:00+00:00,10.08,,0.27,54.74,4.0,0.05,0.02,1,0.12,0.866,4.0
sess_0004,2026-05-14T14:41:00+00:00,10.11,,0.27,51.43,5.53,0.05,0.03,1,0.1,0.8969,4.01
sess_0004,2026-05-14T14:42:00+00:00,10.4,,0.23,55.86,3.09,0.05,0.02,1,0.13,0.9239,4.02
sess_0004,2026-05-14T14:43:00+00:00,11.14,,0.25,53.94,4.89,0.04,0.03,0,0.14,0.9469,4.03
sess_0004,2026-05-14T14:44:00+00:00,10.16,,0.24,55.01,6.61,0.05,0.03,1,0.13,0.9659,4.04
sess_0004,2026-05-14T14:45:00+00:00,11.45,,0.26,51.88,5.15,0.05,0.03,1,0.1,0.9808,4.05
sess_0004,2026-05-14T14:46:00+00:00,10.12,,0.26,47.28,4.15,0.05,0.03,0,0.11,0.9914,4.06
sess_0004,2026-05-14T14:47:00+00:00,9.6,,0.25,43.37,3.47,0.05,0.03,0,0.1,0.9979,4.07
sess_0004,2026-05-14T14:48:00+00:00,10.04,,0.27,47.43,2.41,0.05,0.03,1,0.09,1.0,4.08
sess_0004,2026-05-14T14:49:00+00:00,10.56,,0.25,54.53,6.25,0.05,0.02,1,0.09,0.9979,4.09
sess_0004,2026-05-14T14:50:00+00:00,9.46,,0.24,50.34,3.96,0.05,0.03,1,0.12,0.9914,4.1
sess_0004,2026-05-14T14:51:00+00:00,10.74,,0.28,48.75,7.74,0.06,0.03,1,0.08,0.9808,4.11
sess_0004,2026-05-14T14:52:00+00:00,11.59,,0.29,48.32,5.89,0.05,0.03,0,0.13,0.9659,4.12
sess_0004,2026-05-14T14:53:00+00:00,12.07,,0.23,53.38,5.74,0.04,0.02,1,0.12,0.9469,4.13
sess_0004,2026-05-14T14:54:00+00:00,9.15,,0.27,50.06,1.62,0.05,0.03,0,0.1,0.9239,4.14
sess_0004,2026-05-14T14:55:00+00:00,10.46,,0.3,55.82,6.41,0.06,0.03,1,0.11,0.8969,4.15
sess_0004,2026-05-14T14:56:00+00:00,12.02,,0.26,53.96,5.3,0.05,0.02,1,0.06,0.866,4.16
sess_0004,2026-05-14T14:57:00+00:00,11.14,,0.26,46.23,4.92,0.06,0.02,0,0.1,0.8315,4.17
sess_0004,2026-05-14T14:58:00+00:00,11.75,,0.27,51.17,3.92,0.05,0.03,1,0.08,0.7934,4.18
sess_0004,2026-05-14T14:59:00+00:00,9.56,,0.28,40.86,6.3,0.05,0.03,0,0.09,0.7518,4.19
sess_0004,2026-05-14T15:00:00+00:00,11.78,,0.28,45.18,3.27,0.05,0.03,0,0.09,0.7071,4.2
sess_0004,2026-05-14T15:01:00+00:00,9.89,,0.25,59.37,6.53,0.05,0.03,1,0.09,0.6593,4.21
sess_0004,2026-05-14T15:02:00+00:00,10.25,,0.25,49.29,5.59,0.05,0.03,0,0.13,0.6088,4.22
sess_0004,2026-05-14T15:03:00+00:00,9.66,,0.27,55.72,5.42,0.05,0.02,1,0.12,0.5556,4.23
sess_0004,2026-05-14T15:04:00+00:00,10.71,,0.24,47.44,4.33,0.05,0.03,1,0.14,0.5,4.24
sess_0004,2026-05-14T15:05:00+00:00,10.39,,0.25,58.21,3.88,0.06,0.03,1,0.1,0.4423,4.25
sess_0004,2026-05-14T15:06:00+00:00,10.67,,0.21,50.72,3.04,0.05,0.03,0,0.14,0.3827,4.26
sess_0004,2026-05-14T15:07:00+00:00,9.64,,0.25,56.74,7.52,0.05,0.02,0,0.12,0.3214,4.27
sess_0004,2026-05-14T15:08:00+00:00,10.33,,0.24,49.79,3.51,0.05,0.03,1,0.08,0.2588,4.28
sess_0004,2026-05-14T15:09:00+00:00,10.36,,0.25,51.8,4.3,0.05,0.02,1,0.12,0.1951,4.29
sess_0004,2026-05-14T15:10:00+00:00,11.07,,0.21,50.52,7.32,0.05,0.02,1,0.16,0.1305,4.3
sess_0004,2026-05-14T15:11:00+00:00,11.26,,0.29,51.13,5.87,0.05,0.03,1,0.11,0.0654,4.31
sess_0004,2026-05-14T15:12:00+00:00,9.74,,0.2,52.71,2.09,0.05,0.02,1,0.11,0.0,4.32
sess_0004,2026-05-14T15:13:00+00:00,11.08,,0.24,52.24,2.51,0.06,0.03,1,0.08,-0.0654,4.33
sess_0004,2026-05-14T15:14:00+00:00,9.23,,0.29,48.61,3.86,0.05,0.02,1,0.1,-0.1305,4.34
sess_0004,2026-05-14T15:15:00+00:00,11.28,,0.26,53.47,4.37,0.06,0.02,1,0.11,-0.1951,4.35
sess_0004,2026-05-14T15:16:00+00:00,10.55,,0.26,55.72,4.1,0.06,0.03,0,0.12,-0.2588,4.36
